,Mean hemoglobin level of women of reproductive age (aged 15-49 years),"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",Mean BMI (kg/m²) (age-standardized estimate),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Maternal Disorders,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of pregnant women (aged 15-49 years)
1912,131.0,55.5,26.2,0.7588235294117647,1.0267,0.0,16.5,121.0
1913,131.0,56.2,26.2,0.7588235294117647,0.98874,0.0,16.8,121.0
1914,131.0,56.9,26.2,0.7588235294117647,0.95538,0.0,17.1,121.0
1915,124.0,22.3,23.9,5.1,5.83487,5.396073195367445e-05,35.2,115.0
1916,124.0,23.0,24.0,4.9,5.5487,4.5158496490349074e-05,34.7,115.0
1917,124.0,23.6,24.1,4.8,5.27613,3.9495270554046174e-05,34.2,115.0
1918,124.0,24.3,24.2,4.6,5.02182,3.438702389898161e-05,33.8,115.0
1919,124.0,25.0,24.3,4.5,4.78113,3.1436635991638736e-05,33.5,115.0
1920,124.0,25.8,24.4,4.3,4.55264,3.07013554079869e-05,33.1,115.0
1921,125.0,26.5,24.4,4.2,4.33467,2.9423654740587176e-05,32.6,115.0
1922,125.0,27.3,24.5,4.0,4.12941,2.810967899923267e-05,32.0,115.0
1923,125.0,28.0,24.6,3.9,3.93422,2.621163695842104e-05,31.4,115.0
1924,125.0,28.7,24.7,3.8,3.74908,2.653013852504065e-05,30.8,115.0
1925,125.0,29.4,24.8,3.6,3.57501,2.599009947947712e-05,30.3,115.0
1926,125.0,30.1,24.9,3.5,3.42327,2.518114785994652e-05,29.9,116.0
1927,126.0,30.7,25.0,3.4,3.28714,2.442025872474871e-05,29.6,116.0
1928,126.0,31.3,25.1,3.3,3.16837,2.3522832001955337e-05,29.4,116.0
1929,126.0,31.8,25.2,3.2,3.0541,2.2463254390202068e-05,29.3,116.0
1930,126.0,32.3,25.3,3.0,2.95373,2.1246777722093343e-05,29.3,116.0
1931,126.0,32.7,25.4,2.9,2.85563,1.993713769971901e-05,29.3,116.0
1932,126.0,33.1,24.63529411764706,3.941176470588236,2.76573,1.856611018159597e-05,29.4,116.0
1933,126.0,33.4,24.63529411764706,3.941176470588236,2.67435,1.744802430695153e-05,29.6,116.0
1934,126.0,33.8,24.63529411764706,3.941176470588236,2.58929,1.6369639982248035e-05,29.8,116.0
1935,118.0,12.9,21.1,15.5,34.67546,7.895851660673746e-05,49.1,108.0
1936,118.0,13.2,21.1,15.3,32.92186,7.392998308742916e-05,49.3,108.0
1937,118.0,13.5,21.2,15.2,31.31167,7.291822457791996e-05,49.6,108.0
1938,118.0,13.9,21.3,15.0,29.80331,7.176560136815733e-05,49.8,108.0
1939,117.0,14.2,21.3,14.8,28.37757,7.226123797199217e-05,50.1,108.0
1940,117.0,14.5,21.4,14.6,27.05218,7.539133233874577e-05,50.2,108.0
1941,118.0,14.9,21.5,14.4,25.7511,7.790688479424343e-05,50.2,108.0
1942,118.0,15.2,21.5,14.2,24.50029,8.255114021675993e-05,50.0,108.0
1943,118.0,15.6,21.6,14.1,23.28455,8.652361367015257e-05,49.8,109.0
1944,118.0,16.1,21.6,13.9,22.14529,9.01390111422036e-05,49.5,109.0
1945,118.0,16.5,21.7,13.7,21.09211,9.345397505479212e-05,49.2,109.0
1946,118.0,17.0,21.7,13.5,20.14741,9.29458014860696e-05,48.9,109.0
1947,118.0,17.5,21.8,13.3,19.29504,9.129979698020924e-05,48.8,109.0
1948,118.0,18.1,21.9,13.1,18.55528,8.968044876577956e-05,48.6,109.0
1949,118.0,18.7,21.9,12.9,17.86975,8.828718964217931e-05,48.5,110.0
1950,118.0,19.3,22.0,12.8,17.24731,8.516738968708671e-05,48.4,110.0
1951,119.0,20.0,22.0,12.6,16.68294,8.22594547274119e-05,48.3,110.0
1952,119.0,20.7,21.564705882352943,14.052941176470588,16.17291,7.936416546491484e-05,48.2,110.0
1953,119.0,21.5,21.564705882352943,14.052941176470588,15.71967,7.831049233403877e-05,48.1,110.0
1954,119.0,22.2,21.564705882352943,14.052941176470588,15.26187,7.423782617886587e-05,48.1,110.0
1955,119.0,33.7,20.9,20.5,20.62801,4.995903359245419e-05,47.4,108.0
1956,119.0,34.5,20.9,20.2,19.68784,4.910457873470999e-05,46.4,109.0
1957,119.0,35.3,21.0,19.9,18.70948,4.774637127578304e-05,45.4,109.0
1958,120.0,36.1,21.1,19.6,17.71454,4.616505771240182e-05,44.5,109.0
1959,120.0,37.0,21.2,19.2,16.67483,4.37931040832386e-05,43.6,109.0
1960,120.0,37.8,21.2,18.9,15.6214,4.0714155151026775e-05,42.7,109.0
1961,121.0,38.7,21.3,18.6,14.53147,4.044042970292292e-05,41.8,110.0
1962,121.0,39.6,21.4,18.2,13.38869,3.8700949589530345e-05,40.9,110.0
1963,121.0,40.5,21.5,17.9,31.58044,3.727874576148128e-05,40.2,110.0
1964,122.0,41.4,21.6,17.5,11.1342,3.617528601381287e-05,39.6,110.0
1965,122.0,42.3,21.7,17.2,10.09408,3.4709756789071164e-05,39.2,110.0
1966,122.0,43.2,21.7,16.8,9.07476,3.446308805120848e-05,39.1,110.0
1967,122.0,44.0,21.8,16.4,8.11875,3.2609901597240306e-05,39.1,110.0
1968,122.0,44.8,21.9,16.0,7.22002,3.338932782823921e-05,39.3,110.0
1969,122.0,45.6,22.0,15.7,6.52386,3.322196441116795e-05,39.7,110.0
1970,122.0,46.4,22.1,15.3,5.97237,3.2794623201675674e-05,40.1,110.0
1971,122.0,47.1,22.2,14.9,5.56773,3.243077006151616e-05,40.6,110.0
1972,121.0,47.8,21.5,17.811764705882354,5.24249,3.111856409616653e-05,41.0,110.0
1973,121.0,48.5,21.5,17.811764705882354,4.97964,3.003950874160147e-05,41.4,110.0
1974,121.0,49.2,21.5,17.811764705882354,4.74479,2.8219297779590247e-05,41.9,110.0
1975,126.0,28.5,21.6,15.4,13.6102,5.967967331452455e-05,30.2,117.0
1976,126.0,29.2,21.7,15.2,13.66699,5.9428514731553646e-05,29.4,117.0
1977,127.0,29.9,21.8,15.0,13.73557,6.171353495128201e-05,28.6,117.0
1978,127.0,30.6,21.9,14.7,13.75923,5.94928986654432e-05,28.1,117.0
1979,127.0,31.4,22.0,14.5,13.76073,5.531618431950628e-05,27.8,117.0
1980,127.0,32.1,22.0,14.2,13.71883,5.423111130393284e-05,27.3,117.0
1981,127.0,32.9,22.1,14.0,13.66093,5.1240783369096144e-05,26.7,117.0
1982,128.0,33.8,22.2,13.7,13.59064,5.074846739628464e-05,26.2,117.0
1983,128.0,34.6,22.3,13.4,13.51711,4.835615408664561e-05,25.6,118.0
1984,128.0,35.6,22.4,13.1,13.42882,4.694913606476135e-05,25.2,118.0
1985,128.0,36.5,22.5,12.9,13.31019,4.510279914548989e-05,24.8,118.0
1986,128.0,37.5,22.5,12.6,13.20025,4.190753800198828e-05,24.5,118.0
1987,128.0,38.5,22.6,12.3,13.05479,3.924596043637814e-05,24.3,118.0
1988,128.0,39.6,22.7,12.0,12.86249,3.619118474362898e-05,24.2,118.0
1989,128.0,40.6,22.8,11.7,12.63172,3.639000257459268e-05,24.1,118.0
1990,128.0,41.6,22.8,11.5,12.33276,3.661336333519715e-05,24.1,117.0
1991,128.0,42.6,22.9,11.2,12.0579,3.640799609490531e-05,24.1,117.0
1992,128.0,43.7,22.28235294117647,13.376470588235296,11.73369,3.532872032666992e-05,24.2,117.0
1993,128.0,44.7,22.28235294117647,13.376470588235296,11.4377,3.532872032666992e-05,24.5,117.0
1994,128.0,45.6,22.28235294117647,13.376470588235296,11.14206,3.4144963551360015e-05,24.9,117.0
1995,120.0,16.2,21.0,21.2,13.48685,0.0001106447769983,45.4,109.0
1996,120.0,16.6,21.1,20.9,12.41109,0.0001031354519373,43.9,109.0
1997,121.0,17.1,21.2,20.6,13.34091,9.467345598788304e-05,42.6,109.0
1998,121.0,17.6,21.3,20.3,10.61367,8.65829599102247e-05,41.5,110.0
1999,122.0,18.2,21.4,19.9,9.85919,8.375668462212294e-05,40.4,110.0
2000,122.0,18.8,21.5,19.6,9.20891,8.116227627594554e-05,39.5,110.0
2001,122.0,19.4,21.6,19.3,8.65233,8.019242686319565e-05,38.7,110.0
2002,123.0,20.0,21.6,18.9,8.17024,8.110567627616205e-05,37.9,111.0
2003,123.0,20.7,21.7,18.6,7.7689,7.94766528022879e-05,37.2,111.0
2004,123.0,21.5,21.8,18.3,7.42113,7.863216168845027e-05,36.6,111.0
2005,123.0,22.3,21.9,17.9,7.13708,7.916592002473624e-05,36.1,111.0
2006,124.0,23.1,22.0,17.6,6.89733,7.923956150616272e-05,35.7,111.0
2007,124.0,24.0,22.1,17.3,6.66955,7.463863492460494e-05,35.4,111.0
2008,124.0,24.9,22.2,17.0,6.42262,7.08505097621881e-05,35.2,112.0
2009,124.0,25.8,22.3,16.6,6.19383,6.689907398514783e-05,35.0,112.0
2010,124.0,26.7,22.4,16.3,8.8401,6.430796014009436e-05,34.9,112.0
2011,124.0,27.7,22.5,16.0,5.76846,6.085076974666648e-05,34.9,112.0
2012,124.0,28.5,21.74117647058824,18.605882352941176,5.59678,5.732003835053506e-05,35.0,112.0
2013,124.0,29.4,21.74117647058824,18.605882352941176,5.42431,5.459488695459616e-05,35.1,112.0
2014,124.0,30.3,21.74117647058824,18.605882352941176,5.25865,5.084709359318314e-05,35.4,112.0
2015,132.0,28.5,25.2,1.0,1.35721,1.443800293292336e-06,10.4,120.0
2016,132.0,29.2,25.2,0.9,1.31168,1.1840363237417044e-06,10.4,120.0
2017,132.0,30.0,25.3,0.9,1.26664,1.4245484506580083e-06,10.5,120.0
2018,132.0,30.9,25.4,0.9,1.22215,8.016472494342066e-07,10.6,120.0
2019,131.0,31.8,25.5,0.8,1.17792,8.606731275349129e-07,10.7,120.0
2020,131.0,32.8,25.6,0.8,1.1345,9.81649474200933e-07,10.7,120.0
2021,131.0,33.8,25.6,0.7,1.09271,9.803659056433351e-07,10.7,120.0
2022,131.0,34.9,25.7,0.7,1.05274,6.727408231730102e-07,10.7,120.0
2023,131.0,36.0,25.8,0.7,1.01521,6.093824792177723e-07,10.6,120.0
2024,131.0,37.1,25.8,0.6,0.97941,6.064130606819357e-07,10.6,120.0
2025,131.0,38.3,25.8,0.6,0.94588,3.62016285905982e-07,10.5,120.0
2026,131.0,39.5,25.9,0.6,0.91398,3.6027956252934026e-07,10.6,120.0
2027,131.0,40.7,25.9,0.6,0.88382,4.183942363922654e-07,10.8,120.0
2028,131.0,41.9,25.9,0.5,0.85458,4.165418033022958e-07,11.0,120.0
2029,131.0,43.1,25.9,0.5,0.82648,3.55506005918464e-07,11.2,120.0
2030,131.0,44.2,26.0,0.5,0.79947,3.5402607897708174e-07,11.4,120.0
2031,131.0,45.4,26.0,0.5,0.7731,4.113541260699321e-07,11.7,120.0
2032,131.0,46.5,25.676470588235293,0.6941176470588236,0.74764,4.097228400582509e-07,12.1,120.0
2033,131.0,47.6,25.676470588235293,0.6941176470588236,0.72239,4.097228400582509e-07,12.4,120.0
2034,131.0,48.8,25.676470588235293,0.6941176470588236,0.69761,4.065872714021152e-07,12.7,120.0
2035,133.0,49.1,26.8,0.6,1.83534,1.5779507679360404e-06,7.8,121.0
2036,133.0,50.1,26.9,0.6,1.77315,1.0422426142779945e-06,7.8,121.0
2037,133.0,51.1,27.0,0.6,1.71132,1.7955826614434022e-06,7.9,121.0
2038,133.0,52.0,27.1,0.6,1.65051,1.5150440082408291e-06,7.9,121.0
2039,133.0,53.0,27.2,0.6,1.59161,1.2474533240389743e-06,7.9,121.0
2040,133.0,53.9,27.3,0.6,1.53497,1.4821314235575896e-06,7.9,121.0
2041,133.0,54.7,27.4,0.5,1.4807,1.9560074367402745e-06,8.0,121.0
2042,132.0,55.6,27.5,0.5,1.42856,2.661929400308445e-06,8.1,121.0
2043,132.0,56.3,27.6,0.5,1.3774,1.6772653865138278e-06,8.1,121.0
2044,132.0,57.1,27.7,0.5,1.32726,2.373370028798472e-06,8.2,121.0
2045,132.0,57.8,27.8,0.5,1.27916,1.6461768600681471e-06,8.2,121.0
2046,132.0,58.4,27.8,0.5,1.23281,1.631569660915539e-06,8.4,121.0
2047,132.0,58.9,27.9,0.5,1.18909,1.6173961585454894e-06,8.5,121.0
2048,132.0,59.4,28.0,0.5,1.14849,1.6036240069844698e-06,8.6,121.0
2049,132.0,59.8,28.0,0.5,1.11015,1.1358690170371265e-06,8.8,121.0
2050,132.0,60.2,28.1,0.4,1.0759,1.3518406324090724e-06,9.1,121.0
2051,132.0,60.5,28.1,0.4,1.04258,1.3409172633934726e-06,9.3,120.0
2052,132.0,60.7,27.541176470588237,0.5235294117647059,1.01087,1.3302804874236391e-06,9.6,120.0
2053,132.0,61.0,27.541176470588237,0.5235294117647059,0.97981,1.3302804874236391e-06,9.9,120.0
2054,131.0,61.2,27.541176470588237,0.5235294117647059,0.95091,1.3099275479073252e-06,10.2,120.0
2055,128.0,39.1,25.3,3.7,5.76953,1.9317031950370845e-05,18.8,117.0
2056,129.0,39.7,25.3,3.6,5.61704,1.9587151313368977e-05,17.7,118.0
2057,129.0,40.4,25.4,3.4,5.46175,1.9064061800922343e-05,16.8,118.0
2058,130.0,41.1,25.5,3.3,5.3136,1.7395937599012693e-05,15.9,118.0
2059,130.0,41.9,25.6,3.2,5.16378,1.7329721049256845e-05,15.2,119.0
2060,130.0,42.7,25.7,3.1,5.02236,1.708705245687133e-05,14.6,119.0
2061,131.0,43.6,25.8,3.0,4.88619,1.4236776703837769e-05,14.1,119.0
2062,131.0,44.5,25.8,2.9,4.74966,1.4793490272540472e-05,13.7,119.0
2063,131.0,45.5,25.9,2.8,4.61782,1.4427900857309522e-05,13.4,119.0
2064,131.0,46.5,26.0,2.7,4.48182,1.4076462260192576e-05,13.2,119.0
2065,132.0,47.6,26.1,2.6,4.35968,1.2668499971094409e-05,13.0,120.0
2066,132.0,48.6,26.1,2.5,4.241,1.2706702308966643e-05,12.8,120.0
2067,132.0,49.6,26.2,2.4,4.12527,1.222129553763836e-05,12.8,120.0
2068,132.0,50.6,26.3,2.3,4.0026,1.1747367337239792e-05,13.0,119.0
2069,132.0,51.7,26.4,2.2,3.88272,1.1797612470999672e-05,13.1,119.0
2070,132.0,52.6,26.4,2.1,3.75994,1.0325191045655794e-05,13.4,119.0
2071,132.0,53.6,26.5,2.1,3.6471,1.0558426814515928e-05,13.7,119.0
2072,132.0,54.5,25.9,2.817647058823529,3.53901,9.625036778427174e-06,14.1,119.0
2073,131.0,55.4,25.9,2.817647058823529,3.43603,8.961241138535644e-06,14.7,119.0
2074,131.0,56.3,25.9,2.817647058823529,3.33531,8.625681550904053e-06,15.3,119.0
2075,116.0,7.9,20.6,16.5,50.95944,0.0002151317618122,50.7,106.0
2076,116.0,8.1,20.6,16.3,49.48252,0.0002180924497238,50.3,106.0
2077,117.0,8.3,20.7,16.1,47.98669,0.000214890066855,49.8,106.0
2078,117.0,8.5,20.8,16.0,46.53706,0.0002153715653811,49.4,106.0
2079,117.0,8.8,20.8,15.8,45.1455,0.0002077978177608,49.0,106.0
2080,117.0,9.1,20.9,15.7,43.80703,0.0002056278648199,48.7,106.0
2081,117.0,9.4,21.0,15.5,42.59826,0.0001983502169583,48.4,106.0
2082,117.0,9.8,21.0,15.3,41.47075,0.000194235353592,48.3,106.0
2083,117.0,10.2,21.1,15.2,40.42586,0.0001847197141013,48.1,106.0
2084,117.0,10.7,21.1,15.0,39.45289,0.0001836504455826,47.9,106.0
2085,117.0,11.3,21.2,14.8,38.49279,0.0001817578248916,47.7,106.0
2086,118.0,11.9,21.2,14.6,37.58944,0.0001813723162574,47.7,107.0
2087,118.0,12.6,21.2,14.5,36.68785,0.0001770612055619,47.9,107.0
2088,118.0,13.4,21.3,14.3,35.7957,0.0001739784287076,48.0,107.0
2089,118.0,14.2,21.3,14.1,34.91023,0.0001720531259095,48.1,107.0
2090,117.0,15.1,21.3,13.9,33.96007,0.0001685895011137,48.3,107.0
2091,117.0,16.0,21.4,13.7,33.02219,0.0001676574403716,48.4,107.0
2092,117.0,17.0,21.029411764705884,15.13529411764706,32.09141,0.000165968253608,48.5,107.0
2093,118.0,18.0,21.029411764705884,15.13529411764706,31.19331,0.0001693912877131,48.6,107.0
2094,118.0,19.1,21.029411764705884,15.13529411764706,30.29197,0.0001595745843592,48.6,107.0
2095,114.0,18.0,21.8,14.5,31.34431,0.0001389854031753,58.7,105.0
2096,114.0,18.4,21.8,14.3,30.64381,0.0001409172286721,58.4,105.0
2097,114.0,18.9,21.9,14.1,29.97031,0.0001430885735463,58.1,105.0
2098,114.0,19.4,22.0,13.9,29.32986,0.0001435097277505,57.8,105.0
2099,115.0,20.0,22.0,13.7,28.70672,0.0001441600039658,57.4,105.0
2100,115.0,20.7,22.1,13.5,28.10416,0.0001429238039743,56.9,105.0
2101,115.0,21.4,22.2,13.3,27.50982,0.0001396988701036,56.5,105.0
2102,115.0,22.3,22.2,13.1,26.9473,0.0001361247261852,56.0,106.0
2103,115.0,23.3,22.3,12.8,26.39836,0.0001298934980203,55.6,106.0
2104,116.0,24.4,22.3,12.6,25.85316,0.0001270119464511,55.3,106.0
2105,116.0,25.7,22.4,12.4,25.33195,0.0001237030578113,55.1,106.0
2106,116.0,27.1,22.4,12.2,24.82729,0.0001221425965545,54.8,106.0
2107,116.0,28.6,22.4,11.9,24.33559,0.0001182198294436,54.6,106.0
2108,116.0,30.2,22.5,11.7,23.87118,0.0001128031513779,54.6,106.0
2109,116.0,31.9,22.5,11.5,23.42103,0.0001075009755545,54.7,106.0
2110,116.0,33.8,22.5,11.3,22.99033,0.0001015862360566,54.7,106.0
2111,116.0,35.7,22.5,11.1,22.59516,9.80006319316276e-05,54.7,106.0
2112,116.0,37.6,22.223529411764705,12.81764705882353,22.15912,9.411701280605137e-05,54.8,107.0
2113,116.0,39.6,22.223529411764705,12.81764705882353,21.72672,9.221455941875124e-05,54.9,107.0
2114,116.0,41.7,22.223529411764705,12.81764705882353,21.2682,8.708712904928999e-05,55.0,107.0
2115,131.0,44.7,26.0,0.9,1.30194,6.677944973733417e-07,11.4,120.0
2116,131.0,45.6,26.1,0.8,1.25783,6.644231312268906e-07,11.2,120.0
2117,131.0,46.5,26.2,0.8,1.215,6.614353013752783e-07,11.0,120.0
2118,131.0,47.4,26.3,0.8,1.17307,1.097598454581376e-06,10.8,120.0
2119,131.0,48.4,26.4,0.7,1.13173,2.1860025882270645e-07,10.7,120.0
2120,131.0,49.4,26.5,0.7,1.09146,6.531620336069284e-07,10.7,120.0
2121,131.0,50.3,26.6,0.7,1.05256,8.675246485440768e-07,10.6,120.0
2122,131.0,51.3,26.7,0.7,1.01448,8.643180552152303e-07,10.6,120.0
2123,131.0,52.3,26.8,0.6,0.9776,6.459312681762367e-07,10.5,120.0
2124,131.0,53.4,26.8,0.6,0.94214,4.291349133651709e-07,10.5,120.0
2125,131.0,54.4,26.9,0.6,0.90818,6.415321498490796e-07,10.5,120.0
2126,131.0,55.4,27.0,0.6,0.87567,4.262711779513791e-07,10.5,120.0
2127,131.0,56.4,27.0,0.5,0.84425,4.248747150683943e-07,10.6,120.0
2128,131.0,57.3,27.1,0.5,0.814,4.234864752183126e-07,10.6,120.0
2129,131.0,58.2,27.2,0.5,0.78549,4.2209578577457003e-07,10.7,120.0
2130,131.0,59.1,27.2,0.5,0.75841,2.1034718855206465e-07,10.9,120.0
2131,131.0,60.0,27.3,0.5,0.73299,2.0963987014906445e-07,11.0,120.0
2132,131.0,60.8,26.71176470588236,0.6470588235294118,0.70924,2.089262049662177e-07,11.3,120.0
2133,131.0,61.6,26.71176470588236,0.6470588235294118,0.68681,2.089262049662177e-07,11.6,120.0
2134,131.0,62.4,26.71176470588236,0.6470588235294118,0.66451,2.074845916755107e-07,11.9,120.0
2135,122.0,21.0,25.1,5.7,3.26039,1.1100257525974602e-05,37.7,114.0
2136,123.0,21.6,25.1,5.5,3.1214,1.045309755433701e-05,36.8,114.0
2137,123.0,22.2,25.2,5.3,3.00078,9.838344198800666e-06,36.1,114.0
2138,123.0,22.9,25.3,5.2,2.90021,9.252869353340091e-06,35.4,114.0
2139,124.0,23.6,25.3,5.0,2.81782,8.693634067554829e-06,34.5,115.0
2140,124.0,24.4,25.4,4.9,2.75252,8.157547455605329e-06,33.7,115.0
2141,124.0,25.2,25.5,4.7,2.70054,8.005231054620055e-06,33.0,115.0
2142,124.0,26.0,25.5,4.6,2.66091,6.78502851318956e-06,32.1,115.0
2143,125.0,26.9,25.6,4.4,2.63045,6.307193985459815e-06,31.2,115.0
2144,125.0,27.8,25.7,4.3,2.6057,6.530030924851717e-06,30.3,116.0
2145,125.0,28.7,25.8,4.1,2.58351,6.739187058604307e-06,29.5,116.0
2146,125.0,29.6,25.9,4.0,2.56271,6.274853787650361e-06,29.0,116.0
2147,125.0,30.5,26.0,3.8,2.54234,6.148568839700338e-06,28.8,116.0
2148,125.0,31.3,26.1,3.7,2.52396,5.706796223622712e-06,28.7,116.0
2149,125.0,32.2,26.2,3.5,2.5115,5.279872040748189e-06,28.7,116.0
2150,125.0,33.0,26.3,3.4,2.5093,5.171989962688656e-06,28.7,116.0
2151,125.0,33.8,26.4,3.3,2.51622,5.066668415164002e-06,28.8,116.0
2152,125.0,34.5,25.670588235294115,4.435294117647059,2.52733,4.672370462909263e-06,29.0,116.0
2153,125.0,35.2,25.670588235294115,4.435294117647059,2.53758,4.380347308977434e-06,29.0,116.0
2154,125.0,35.9,25.670588235294115,4.435294117647059,2.54016,3.927866416629913e-06,29.1,116.0
2155,120.0,26.2,22.0,20.8,11.18905,0.0001141973996556,39.8,109.0
2156,120.0,26.8,22.1,20.5,10.73355,0.0001140403062742,39.8,109.0
2157,120.0,27.5,22.2,20.1,10.20981,0.0001140081584717,40.0,109.0
2158,120.0,28.1,22.3,19.8,9.81311,0.0001135717109838,40.4,109.0
2159,120.0,28.6,22.4,19.4,9.63293,0.0001118974574587,40.8,109.0
2160,120.0,29.1,22.5,19.1,9.60712,0.0001091454893541,41.2,109.0
2161,120.0,29.6,22.5,18.7,9.71447,0.0001070878264972,41.5,109.0
2162,120.0,30.1,22.6,18.4,9.82854,0.0001031197046946,41.8,110.0
2163,120.0,30.5,22.7,18.0,9.91778,0.0001017428387474,42.0,110.0
2164,120.0,30.8,22.8,17.7,9.95737,9.923547845531464e-05,42.1,110.0
2165,120.0,31.2,22.8,17.3,9.95272,9.70744880458199e-05,42.2,110.0
2166,120.0,31.5,22.9,17.0,9.87034,9.448992733744872e-05,42.4,110.0
2167,120.0,31.8,23.0,16.6,9.75112,9.167006076415455e-05,42.4,110.0
2168,120.0,32.2,23.1,16.3,9.57913,9.104276249522974e-05,42.0,110.0
2169,120.0,32.4,23.1,15.9,9.38875,8.950709894926955e-05,41.8,110.0
2170,120.0,32.7,23.2,15.6,9.1789,8.679673049574998e-05,41.7,110.0
2171,120.0,33.1,23.3,15.2,8.9666,8.487316274157663e-05,41.5,111.0
2172,120.0,33.4,22.676470588235293,18.023529411764702,8.75195,8.2230138749781e-05,41.4,111.0
2173,120.0,33.7,22.676470588235293,18.023529411764702,8.56472,7.967798382923412e-05,41.2,111.0
2174,120.0,34.0,22.676470588235293,18.023529411764702,8.35213,7.66706148412147e-05,41.1,111.0
2175,126.0,42.1,25.0,3.5,4.04888,1.310564912107654e-05,28.6,117.0
2176,126.0,42.7,25.1,3.3,3.96212,1.4226268805349076e-05,27.9,118.0
2177,126.0,43.4,25.2,3.2,3.88211,1.398405351763872e-05,27.5,118.0
2178,126.0,44.1,25.3,3.0,3.81223,1.4081716528496646e-05,27.0,118.0
2179,127.0,44.9,25.3,2.9,3.75394,1.1597276830541556e-05,26.6,118.0
2180,127.0,45.8,25.4,2.8,3.70871,1.5530745805430816e-05,26.1,118.0
2181,127.0,46.6,25.5,2.7,3.67737,1.4969681716498554e-05,25.6,118.0
2182,127.0,47.6,25.6,2.6,3.65807,1.5345288950256405e-05,25.0,118.0
2183,127.0,48.6,25.7,2.5,3.64764,1.5107205260691444e-05,24.3,118.0
2184,128.0,49.6,25.7,2.4,3.64015,1.2200659787875164e-05,23.6,119.0
2185,128.0,50.6,25.8,2.3,3.62942,1.4659850422614168e-05,22.9,119.0
2186,128.0,51.6,25.9,2.2,3.60633,1.7916682801313814e-05,22.4,119.0
2187,128.0,52.6,25.9,2.2,3.56936,1.680890131038206e-05,22.0,119.0
2188,128.0,53.6,26.0,2.1,3.51306,1.5732953345050636e-05,21.6,119.0
2189,129.0,54.6,26.1,2.0,3.43907,1.551921042691408e-05,21.4,119.0
2190,129.0,55.5,26.1,1.9,3.35255,1.449265851140162e-05,21.2,119.0
2191,129.0,56.4,26.2,1.9,3.25995,1.3764268283401426e-05,21.1,119.0
2192,129.0,57.3,25.63529411764706,2.5588235294117645,3.16413,1.412150139802864e-05,21.1,119.0
2193,128.0,58.1,25.63529411764706,2.5588235294117645,3.07028,1.4387944820632952e-05,21.1,119.0
2194,128.0,59.0,25.63529411764706,2.5588235294117645,2.97771,1.3774652404443547e-05,21.2,119.0
2195,128.0,31.8,24.8,2.6,5.2865,2.952987879276688e-05,23.9,118.0
2196,128.0,32.4,24.9,2.5,5.12241,2.9510803217075856e-05,23.8,118.0
2197,128.0,33.0,25.0,2.4,4.96198,2.9856624225238374e-05,23.7,118.0
2198,128.0,33.5,25.1,2.3,4.80131,3.054874803375165e-05,23.6,118.0
2199,128.0,34.1,25.2,2.2,4.64458,3.208558168328511e-05,23.7,118.0
2200,128.0,34.7,25.3,2.1,4.48253,2.868936355347132e-05,23.6,118.0
2201,128.0,35.4,25.4,2.0,4.32836,2.6576011462233744e-05,23.6,118.0
2202,128.0,36.0,25.5,2.0,4.17514,2.4210718314017924e-05,23.5,118.0
2203,128.0,36.6,25.7,1.9,4.02681,2.4019872333572512e-05,23.0,118.0
2204,128.0,37.3,25.8,1.8,3.87765,2.2731326215513955e-05,22.5,118.0
2205,129.0,37.9,25.9,1.7,3.73949,2.054634455435606e-05,22.0,118.0
2206,128.0,38.6,26.0,1.7,3.6145,1.888820320238648e-05,22.0,118.0
2207,128.0,39.3,26.1,1.6,3.49444,1.7732689188302967e-05,22.0,118.0
2208,128.0,40.0,26.2,1.5,3.37577,1.7212088563140884e-05,22.1,118.0
2209,128.0,40.7,26.3,1.5,3.27013,1.5513450459884304e-05,22.1,118.0
2210,128.0,41.3,26.4,1.4,3.17196,1.5036990997854722e-05,22.3,118.0
2211,128.0,42.0,26.5,1.4,3.07452,1.6465553770087246e-05,22.5,118.0
2212,128.0,42.7,25.65294117647059,1.9176470588235293,2.98013,1.6129638513198726e-05,22.9,118.0
2213,128.0,43.3,25.65294117647059,1.9176470588235293,2.88529,1.6129638513198726e-05,22.9,118.0
2214,128.0,44.0,25.65294117647059,1.9176470588235293,2.8086,1.6037084491801673e-05,22.9,118.0
2215,125.0,32.7,24.3,1.9,5.96346,4.682723031353002e-05,32.4,116.0
2216,125.0,33.4,24.4,1.8,5.68615,4.0279577756798565e-05,31.4,116.0
2217,125.0,34.0,24.5,1.7,5.42958,3.829308028178269e-05,30.4,116.0
2218,126.0,34.5,24.7,1.7,5.18924,3.737502585851964e-05,29.4,116.0
2219,126.0,35.1,24.8,1.6,4.974,3.269482707385279e-05,28.3,116.0
2220,126.0,35.5,24.9,1.5,4.77344,3.144770054267872e-05,27.2,116.0
2221,127.0,35.9,25.0,1.5,4.58413,2.8685569544055124e-05,26.0,116.0
2222,127.0,36.2,25.1,1.4,4.40697,2.388614962683417e-05,24.8,117.0
2223,128.0,36.4,25.2,1.4,4.23572,2.402296044713044e-05,23.7,117.0
