,IndCode,IndName
386,GDO_q9x2_5,Estimated percentage of residential long-term care facilities following national dementia standards
387,GDO_q9x3_1,"Density of hospice centres (per 100,000 population)"
388,GDO_q9x3_2,Hospice centre beds (per 10 000 population)
389,GDO_q9x3_3,"Dementia-specific hospice care beds (per 10,000 population)"
390,GDO_q9x4_1,"Density of adult day centres (per 100,000 population)"
391,GDO_q9x4_2,"Adult day centre places (per 10,000 population)"
392,GDO_q9x4_3,"Dementia-specific adult day centre places (per 10,000 population)"
393,GDO_q9x5_1,"Density of outpatient health centres (per 100,000 population)"
394,GDO_q9x5_2,Estimated number of people with dementia receiving services at outpatient health centre
395,GDO_q9x6_1,"Density of outpatient social centres (per 100,000 population)"
396,GDO_q9x6_2,Estimated number of people with dementia receiving services at outpatient social centre
397,GHE_DALYNUM,Disability-adjusted life years (DALYs)
398,GHE_DALYRATE,Disability-adjusted life years (DALYs) (per 100 000 population)
399,GHE_YLDNUM,Years of healthy life lost due to disability (YLDs)
400,GHE_YLDRATE,Years of healthy life lost due to disability (YLDs) (per 100 000 population)
401,GHE_YLLNUM,Years of life lost from mortality (YLLs)
402,GHE_YLLRATE,Years of life lost from mortality (YLLs) (per 100 000 population)
403,GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$
404,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$
405,GHED_CHEGDP_SHA2011,Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)
406,GHED_EXT_pc_PPP_SHA2011,External health expenditure (EXT) per capita in PPP int$
407,GHED_EXT_pc_US_SHA2011,External health expenditure (EXT) per capita in US$
408,GHED_EXTCHE_SHA2011,External health expenditure (EXT) as percentage of current health expenditure (CHE) (%)
409,GHED_GGHE-D_pc_PPP_SHA2011,Domestic general government health expenditure (GGHE-D) per capita in PPP int$
410,GHED_GGHE-D_pc_US_SHA2011,Domestic general government health expenditure (GGHE-D) per capita in US$
411,GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%)
412,GHED_GGHE-DGDP_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%)
413,GHED_GGHE-DGGE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%)
414,GHED_OOP_pc_PPP_SHA2011,Out-of-pocket expenditure (OOP) per capita in PPP int$
415,GHED_OOP_pc_US_SHA2011,Out-of-pocket expenditure (OOP) per capita in US$
416,GHED_OOPSCHE_SHA2011,Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%)
417,GHED_PVT-D_pc_PPP_SHA2011,Domestic private health expenditure (PVT-D) per capita in PPP int$
418,GHED_PVT-D_pc_US_SHA2011,Domestic private health expenditure (PVT-D) per capita in US$
419,GHED_PVT-DCHE_SHA2011,Domestic private health expenditure (PVT-D) as percentage of current health expenditure (CHE) (%)
420,GOE_Q001,National universal health coverage strategy
421,GOE_Q002,strategy refers to the use of ICT to support UHC
422,GOE_Q003,National eHealth strategy
423,GOE_Q004,National eHealth strategy refers to objectives of UHC
424,GOE_Q006,National  health information system (HIS) policy or strategy
425,GOE_Q007,Public funding for eHealth
426,GOE_Q008,Private funding for eHealth
427,GOE_Q009,Donor/ non-public development funding for eHealth
428,GOE_Q010,Public-private partnerships for eHealth
429,GOE_Q011,Strategy implementation funding available for eHealth
430,GOE_Q012,Proportion of public funding
431,GOE_Q013,Proportion of private funding
432,GOE_Q014,Proportion of donor/non public development funding
433,GOE_Q015,Proportion ofpublic private partnerships funding
434,GOE_Q017,Government-supported health internet sites provide information in multiple languages
435,GOE_Q018,Tertiary institutions provide students of health sciences with training on eHealth
436,GOE_Q022,Institutions offer in-service training to health professionals on ICT for health
437,GOE_Q028,mHealth programmes are sponsored by government
438,GOE_Q030_1,Regulating mobile devices and software
439,GOE_Q030_2,Promoting standards and interoperability
440,GOE_Q030_3,Providing guidance on privacy and security
441,GOE_Q030_4,Providing oversight and enforcement of data ownership
442,GOE_Q030_5,Promoting the development and adoption of mHealth
443,GOE_Q031,"Regulatory oversight of mobile apps for quality, safety and reliability"
444,GOE_Q032,Providing incentives and guidance for innovation research and evaluation of health
445,GOE_Q047,Government-sponsored mHealth programmes are being evaluated
446,GOE_Q057,Capacity
447,GOE_Q058,Infrastructure
448,GOE_Q059,Funding
449,GOE_Q060,Effectiveness
450,GOE_Q061,Cost-effectiveness
451,GOE_Q062,Demand
452,GOE_Q063,Legal
453,GOE_Q064,Policy
454,GOE_Q065,Priorities
455,GOE_Q069,Country has telehealth policy or strategy
456,GOE_Q070,Strategy includes objectives as to how telehealth contributes to UHC
457,GOE_Q081,Evaluation of any government-sponsored telehealth programmes
458,GOE_Q103,eLearning is used in pre-service education to teach health sciences students
459,GOE_Q104_1,Reducing cost of delivering content
460,GOE_Q104_2,Improving access to content and experts
461,GOE_Q104_3,Enabling access to education where learning facilities are limited
462,GOE_Q109,Pre-service eLearning programmes have been evaluated
463,GOE_Q118,eLearning used for in-service training of health professionals
464,GOE_Q119_1,Reducing cost of delivering content
465,GOE_Q119_2,Improving access to content and experts
466,GOE_Q119_3,Enabling access to education where learning facilities are limited
467,GOE_Q120,eLearning courses accredited by continuing medical education or professional licensing bodies
468,GOE_Q122,eLearning programmes for in-service training of health professionals have been evaluated
469,GOE_Q131,Lack of capacity
470,GOE_Q132,Lack of infrastructure
471,GOE_Q133,Lack of funding
472,GOE_Q134,Not possible to gain a health sciences degree entirely through eLearning
473,GOE_Q135,Lack of evidence that eLearning is effective
474,GOE_Q136,Lack of evidence over cost-effectiveness
475,GOE_Q137,Lack of demand for eLearning programmes
476,GOE_Q138,Lack of suitable courses available
477,GOE_Q139,Insitutional educational policy does not include eLearning as an approach to teaching health sciences
478,GOE_Q140,Competing educational priorities
479,GOE_Q144,Country has national EHR
480,GOE_Q146,Country has specific legislation governing the use of national EHR system
481,GOE_Q153,Lack of capacity
482,GOE_Q154,Lack of infrastructure
483,GOE_Q155,Lack of funding
484,GOE_Q156,lack of evidence showing effectiveness of EHR
485,GOE_Q157,Lack of evidence showing cost-effectiveness or EHR
486,GOE_Q158,Lack of demand by health professionals and patients
487,GOE_Q159,Lack of legislation or regulations covering use of EHR
488,GOE_Q160,National strategy does not promote the adoption of EHR
489,GOE_Q161,Lack of national or international standards for interoperability of EHR
490,GOE_Q162,Competing health system priorities
491,GOE_Q168,"To define medical jurisdiction, liability or reimbursement of eHealth services such as telehealth"
492,GOE_Q169,"To address patient safety and quality of care based on data quality, data transmission standards, or clinical competency criteria"
493,GOE_Q170,To protect privacy of personally identifiable data of individuals irrespective of whether it is paper or digital format
494,GOE_Q171,To protect the privacy of individuals' health-related  data held in electronic format as an EHR
495,GOE_Q172,Which governs the sharing of digital data between health professionals in other health services in the same country through the use of an EHR
496,GOE_Q173,Which governs the sharing of digital data between health professionals  in health services in other countries through the use of an EHR
497,GOE_Q174,Which allows for the sharing of personal and health data between research entities
498,GOE_Q175,Which allows individuals electronic access to their own health-related data when held in an EHR
499,GOE_Q176,Which allows individuals to demand that their own data be corrected  when held in an EHR if it is known to be inaccurate
500,GOE_Q177,Which allows individuals to demand the deletion of health-related data from their EHR
501,GOE_Q178,Individuals have the legal right to specify which health-related data from their EHR can be shared with health professionals of their choice
502,GOE_Q181,Country has national policy or strategy on the use of social media by government organizations
503,GOE_Q182,Policy or strategy makes specific reference tothe use of social media in the health domain
504,GOE_Q196,Country has  national policy or strategy regulating the use of big data in the health sector
505,GOE_Q197,Country has national policy or strategy regulating the use of big data by private companies
506,GOE_Q198,Effective standards and best practices for data capture not fully established
507,GOE_Q199,Insufficient incentives for data sharing
508,GOE_Q200,Capacity building required for new skills
509,GOE_Q201,Privacy and security laws need to be in place
510,GOE_Q202,Research into new analytical methods needs occur to meet the challenges of working with big data
511,GOE_Q203,Lack of integration between various health services
512,HIV_0000000001,Estimated number of people (all ages) living with HIV
513,HIV_0000000006,Number of people dying from HIV-related causes
514,HIV_0000000007,"Testing and counselling facilities, reported number"
515,HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population"
516,HIV_0000000009,Reported number of people receiving antiretroviral therapy
517,HIV_0000000011,Reported number of children receiving antiretroviral therapy
518,HIV_0000000012,"Reported number of children receiving antiretroviral therapy, month and year of report"
519,HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
520,HIV_0000000020,Estimated percentage of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
521,HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission
